AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
0.07,-7.48,7.13,-0.34,-0.03,0.1,1722170114611
-3.06,1.99,17.77,-0.14,-0.17,0.03,1722170114620
-1.57,3.08,6.81,-0.27,-0.11,0.23,1722170114629
-2.39,2.24,15.57,-0.28,-0.02,0.33,1722170114638
-0.48,2.5,13.55,-0.26,0.05,0.32,1722170114647
0.61,-1.55,6.54,-0.05,-0.15,0.31,1722170114656
1.83,-4.79,9.15,-0.17,-0.07,0.17,1722170114665
1.32,-2.17,12.23,0.06,-0.23,0.21,1722170114674
1.74,6.03,10.87,0.06,-0.21,0.21,1722170114683
1.47,5.51,11.75,0.03,-0.22,0.23,1722170114692
1.2,5.19,11.8,0.12,-0.09,0.25,1722170114701
2.67,-0.73,5.39,-0.04,-0.07,0.14,1722170114710
1.84,-0.94,14.65,-0.01,-0.05,0.02,1722170114719
2.83,-1.75,9.41,0.03,-0.08,0.02,1722170114728
1.41,-5.39,19.85,0.07,-0.11,0.0,1722170114737
1.33,-0.48,11.43,0.34,-0.2,-0.01,1722170114746
0.43,2.62,7.03,0.29,-0.19,-0.05,1722170114755
0.16,-2.21,7.05,0.28,-0.14,-0.02,1722170114764
-1.42,-1.77,12.75,0.26,-0.11,0.11,1722170114773
0.14,4.81,12.31,0.27,0.04,0.13,1722170114782
3.36,4.59,10.14,0.37,0.09,0.08,1722170114791
3.74,2.62,11.63,0.34,0.09,-0.1,1722170114800
1.84,-1.91,7.81,0.43,-0.13,-0.15,1722170114809
-1.49,0.0,13.49,0.31,-0.11,-0.24,1722170114818
-1.57,5.07,11.25,0.52,-0.09,-0.06,1722170114827
0.45,3.05,8.45,0.42,0.06,0.12,1722170114836
1.63,4.5,6.71,0.46,0.05,0.01,1722170114845
2.5,0.72,7.82,0.28,0.09,-0.1,1722170114854
-0.15,-0.57,12.13,0.41,-0.06,-0.25,1722170114863
-1.6,-1.01,6.88,0.23,-0.0,-0.28,1722170114872
-2.53,0.8,15.6,0.37,0.01,-0.13,1722170114881
0.18,2.79,5.57,0.19,0.17,0.05,1722170114890
1.42,-2.75,8.77,0.07,0.11,0.01,1722170114900
0.96,2.22,13.4,0.08,0.03,-0.17,1722170114909
-0.12,2.6,4.16,0.27,-0.05,-0.39,1722170114918
-1.4,-1.46,2.75,-0.24,0.08,-0.18,1722170114927
-1.9,-2.97,12.91,-0.1,0.05,0.08,1722170114936
0.28,0.24,5.86,-0.15,0.11,0.05,1722170114945
0.64,4.75,12.96,-0.05,0.06,-0.27,1722170114954
1.73,10.71,2.09,0.03,0.07,-0.22,1722170114963
1.28,5.19,-3.56,-0.44,0.07,-0.15,1722170114972
-0.67,-3.9,8.33,-0.5,-0.13,-0.16,1722170114981
-1.22,-10.28,2.97,-0.45,-0.15,-0.05,1722170114990
-1.53,-9.07,18.82,-0.37,0.03,-0.06,1722170114999
1.35,-6.74,14.71,-0.09,0.01,-0.04,1722170115008
1.98,4.24,16.23,0.07,0.1,-0.25,1722170115017
2.42,5.91,9.82,-0.05,0.17,-0.46,1722170115026
0.38,-0.25,14.33,-0.16,0.12,-0.34,1722170115035
0.93,-0.18,17.98,-0.36,0.3,-0.2,1722170115044
1.6,-2.65,24.01,0.06,0.19,-0.26,1722170115053
0.63,-1.57,6.06,0.15,-0.0,-0.45,1722170115062
-3.31,4.42,12.49,-0.09,0.07,-0.59,1722170115071
-3.21,8.54,6.85,0.32,0.02,-0.37,1722170115080
-4.05,2.56,6.84,-0.14,0.16,-0.13,1722170115089
-3.35,0.12,12.49,0.09,0.02,0.0,1722170115098
-1.45,-0.42,10.81,0.07,0.02,-0.01,1722170115107
1.46,-5.84,4.94,-0.22,0.15,-0.09,1722170115116
1.89,-0.17,4.2,0.11,-0.05,-0.12,1722170115125
1.04,-3.58,9.7,-0.27,0.17,-0.21,1722170115134
-2.01,-0.96,15.28,0.27,-0.05,-0.26,1722170115143
-3.4,-1.16,11.17,-0.13,0.28,-0.23,1722170115152
-0.65,4.11,19.02,0.18,0.31,-0.02,1722170115161
2.13,8.21,7.5,0.17,0.26,-0.09,1722170115170
1.36,2.33,3.38,0.04,-0.01,-0.34,1722170115179
-1.44,-4.62,5.7,-0.12,-0.03,-0.35,1722170115188
-4.18,-8.57,8.48,0.04,0.05,-0.15,1722170115197
-2.83,-6.3,6.6,-0.12,0.17,0.01,1722170115206
-1.04,1.71,20.23,0.17,0.09,0.12,1722170115215
1.35,8.97,14.19,0.12,0.21,-0.12,1722170115224
0.6,6.26,5.13,0.12,-0.05,-0.29,1722170115233
-3.22,-5.14,4.15,0.04,-0.13,-0.36,1722170115242
-6.17,-4.29,4.18,-0.07,0.02,-0.13,1722170115251
-4.47,-1.75,12.56,-0.08,0.27,0.02,1722170115260
-1.89,-3.32,11.45,-0.07,0.28,0.06,1722170115269
-0.61,-1.1,22.28,0.12,0.25,0.06,1722170115278
2.94,6.19,3.1,0.5,-0.02,-0.01,1722170115287
1.59,3.42,6.71,-0.03,0.14,-0.26,1722170115296
-0.74,1.93,6.3,0.1,0.05,-0.04,1722170115310
-0.12,-1.48,4.72,0.01,0.17,0.19,1722170115314
1.91,-3.96,8.44,-0.19,0.26,0.09,1722170115323
0.85,4.19,10.39,0.3,0.05,-0.01,1722170115332
-0.18,5.21,8.82,-0.23,0.33,-0.23,1722170115341
-2.13,-0.59,15.35,0.03,0.16,-0.06,1722170115350
-1.75,0.06,19.1,-0.12,0.29,0.08,1722170115360
-1.17,0.54,9.14,0.23,0.01,0.14,1722170115369
-1.95,-0.3,7.28,-0.07,0.08,0.09,1722170115378
-1.85,1.85,1.25,-0.06,0.0,0.12,1722170115387
-1.44,-2.53,13.38,-0.44,0.18,0.07,1722170115396
-0.02,-4.66,13.66,-0.13,0.07,0.12,1722170115405
-1.04,-0.84,17.98,0.02,-0.02,0.21,1722170115414
1.66,1.9,5.92,0.03,-0.03,0.18,1722170115423
