AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
2.6,6.5,9.01,0.15,0.0,0.01,1721206808648
3.73,4.5,6.68,0.13,-0.0,-0.11,1721206808653
1.6,1.1,5.32,-0.03,0.03,-0.33,1721206808662
-1.18,-3.85,11.95,-0.11,0.06,-0.34,1721206808672
-2.55,1.39,18.21,0.04,0.0,-0.17,1721206808682
-0.63,0.73,8.46,0.14,-0.0,0.07,1721206808692
1.53,-0.12,10.56,-0.03,0.09,0.08,1721206808702
1.91,2.41,15.86,0.15,0.05,-0.02,1721206808712
2.03,-0.34,7.96,0.13,0.03,-0.27,1721206808722
-0.68,-1.2,8.79,0.17,0.05,-0.38,1721206808732
-1.33,0.34,10.56,0.31,0.08,-0.19,1721206808742
-2.43,1.79,7.77,0.31,0.05,0.05,1721206808752
-0.55,1.76,8.58,0.27,0.14,0.1,1721206808762
2.83,-0.11,9.0,0.21,0.15,-0.01,1721206808772
2.6,1.48,18.72,0.14,0.12,-0.24,1721206808782
0.06,3.64,12.64,0.38,-0.13,-0.22,1721206808792
0.15,-3.03,0.95,0.15,0.22,-0.2,1721206808802
-0.11,0.83,10.34,0.1,0.17,-0.16,1721206808812
-0.22,-0.72,8.98,0.25,0.04,-0.08,1721206808822
-0.5,-0.89,6.44,0.14,0.14,-0.12,1721206808832
0.4,-1.34,10.73,0.12,0.2,-0.11,1721206808842
0.37,1.12,13.23,0.1,0.12,-0.04,1721206808852
-0.45,0.69,11.59,0.13,0.11,-0.13,1721206808862
-1.39,-3.81,8.55,0.14,0.08,-0.17,1721206808872
-1.77,-0.23,11.52,0.07,0.16,-0.02,1721206808882
-0.11,2.17,10.35,0.17,0.11,0.0,1721206808892
0.92,-0.99,7.01,0.0,0.13,-0.05,1721206808902
0.83,1.23,12.22,0.04,0.19,-0.08,1721206808912
0.53,3.16,3.15,0.14,-0.01,-0.11,1721206808922
0.75,-1.03,3.48,-0.22,0.26,-0.18,1721206808932
-0.44,-2.62,13.41,-0.17,0.09,-0.23,1721206808942
-2.48,2.91,14.39,-0.04,0.03,-0.19,1721206808952
-1.8,2.14,10.86,-0.06,0.15,-0.08,1721206808962
-0.62,-2.27,12.03,-0.34,0.13,-0.05,1721206808972
-1.01,5.85,17.82,0.01,0.03,-0.04,1721206808982
0.72,2.19,-0.41,0.02,-0.05,-0.02,1721206808992
-0.63,-3.83,4.86,-0.44,0.16,-0.12,1721206809002
0.11,-1.61,16.75,-0.07,0.15,-0.2,1721206809012
-0.82,5.23,8.54,0.13,-0.06,-0.05,1721206809022
-1.68,2.18,10.47,-0.29,0.22,-0.02,1721206809032
0.06,-1.3,16.44,-0.19,0.06,-0.05,1721206809042
0.66,-2.29,5.58,-0.09,-0.05,0.03,1721206809052
1.48,-2.66,6.65,-0.25,0.14,-0.02,1721206809062
0.63,-1.51,14.55,-0.15,0.04,-0.18,1721206809072
-2.37,3.96,12.56,0.08,-0.07,-0.23,1721206809082
-3.61,0.04,2.04,-0.08,0.03,0.04,1721206809092
0.25,-4.24,12.52,-0.34,0.32,0.21,1721206809102
4.17,-0.02,16.58,-0.09,0.06,0.18,1721206809112
2.84,5.95,8.63,0.06,-0.07,-0.09,1721206809122
1.17,-0.56,5.98,-0.23,0.07,-0.3,1721206809132
-3.43,-4.65,14.48,-0.24,-0.14,-0.18,1721206809142
-2.26,1.43,11.33,0.08,0.07,0.06,1721206809152
0.71,4.0,8.21,-0.03,0.12,0.08,1721206809162
-0.67,1.0,12.97,-0.12,-0.0,-0.02,1721206809172
-1.08,-3.12,12.09,0.06,0.06,-0.04,1721206809182
0.16,3.85,9.35,0.26,0.07,0.06,1721206809192
1.13,3.7,9.25,0.03,0.06,0.02,1721206809202
-1.27,0.62,16.02,-0.01,-0.13,-0.1,1721206809212
-2.06,0.2,12.29,0.32,-0.01,0.02,1721206809222
-1.04,-0.75,4.8,0.21,-0.03,0.11,1721206809232
-0.37,4.0,9.37,0.29,0.05,0.04,1721206809242
2.08,-0.9,8.7,0.17,-0.05,-0.04,1721206809252
-1.93,1.44,11.62,0.14,-0.07,-0.15,1721206809262
-1.66,-1.41,8.89,0.22,-0.04,-0.07,1721206809272
-0.43,-1.13,7.18,0.06,0.03,0.07,1721206809282
1.36,2.8,13.16,0.11,0.09,0.01,1721206809292
0.79,-3.02,7.88,0.07,-0.14,-0.11,1721206809302
-1.83,-3.25,9.84,0.01,-0.01,-0.21,1721206809312
0.08,-0.32,14.67,0.11,0.1,-0.03,1721206809322
-0.33,6.18,11.46,0.2,-0.17,-0.04,1721206809332
-0.08,-0.53,5.69,0.05,-0.0,-0.16,1721206809342
-1.59,-4.87,8.76,-0.05,-0.07,-0.17,1721206809352
-2.33,4.83,12.31,0.25,-0.07,-0.03,1721206809362
-1.23,3.09,2.81,0.11,-0.12,0.07,1721206809372
-1.58,1.07,9.12,-0.2,-0.05,0.02,1721206809382
1.18,-3.04,13.35,-0.04,-0.03,0.05,1721206809392
1.16,-1.07,10.19,-0.02,-0.14,0.05,1721206809402
1.04,7.32,11.73,0.13,0.02,-0.08,1721206809412
2.22,-2.07,2.97,-0.12,-0.14,-0.02,1721206809422
0.9,-0.45,14.39,-0.23,0.13,-0.06,1721206809432
3.0,-1.52,17.37,0.15,0.02,-0.13,1721206809442
-0.32,2.31,7.08,0.15,-0.16,-0.28,1721206809452
-2.32,2.65,10.58,-0.02,0.06,-0.16,1721206809462
-2.29,4.41,14.94,0.19,-0.03,0.1,1721206809472
-0.22,2.15,6.24,0.1,0.03,0.08,1721206809482
0.97,-3.51,5.69,-0.11,-0.07,-0.02,1721206809492
-1.47,3.58,11.8,-0.03,-0.1,-0.08,1721206809502
0.03,0.69,11.78,-0.04,0.11,-0.06,1721206809512
-0.14,-0.47,9.09,0.12,-0.14,0.02,1721206809522
1.31,-0.1,1.21,0.0,0.04,-0.01,1721206809532
2.71,-2.2,7.94,-0.26,0.12,-0.2,1721206809542
-0.94,-0.15,16.16,-0.16,-0.05,-0.37,1721206809552
-3.46,-2.8,15.84,-0.08,0.01,-0.31,1721206809562
-5.0,1.14,11.73,-0.04,-0.14,0.01,1721206809572
-1.49,2.12,8.76,-0.25,0.15,0.09,1721206809582
1.74,-4.3,12.72,-0.29,0.02,0.03,1721206809592
-1.0,1.65,10.55,0.02,-0.15,-0.11,1721206809602
-0.8,2.33,3.08,0.05,0.05,-0.1,1721206809612
0.0,2.98,7.49,0.0,0.01,-0.01,1721206809622
1.25,1.57,10.44,-0.1,0.03,-0.05,1721206809632
-0.13,1.02,10.32,-0.16,-0.12,-0.11,1721206809642
0.19,-3.51,8.84,-0.24,0.07,-0.11,1721206809652
-0.79,-3.63,15.67,-0.21,-0.02,-0.1,1721206809662
-0.01,7.02,11.87,0.18,-0.08,0.04,1721206809672
2.15,-1.89,4.46,-0.11,0.07,0.06,1721206809682
0.59,-4.76,15.93,-0.24,-0.02,-0.11,1721206809692
-0.05,1.22,14.26,0.08,-0.02,-0.26,1721206809702
-0.37,4.83,10.02,0.12,-0.09,-0.06,1721206809712
-0.74,4.19,10.5,0.11,0.01,0.11,1721206809722
0.79,-2.85,6.11,-0.02,0.09,0.04,1721206809732
0.43,-4.96,10.33,-0.03,0.02,-0.21,1721206809742
0.54,-1.31,14.05,0.11,-0.03,-0.16,1721206809752
-1.47,3.82,11.17,0.27,-0.04,0.01,1721206809762
1.22,7.15,10.9,0.32,0.12,0.17,1721206809772
4.59,1.42,6.61,0.22,0.08,0.1,1721206809782
3.46,-4.65,7.49,0.01,0.1,-0.35,1721206809792
-0.49,1.47,15.33,0.03,0.06,-0.58,1721206809802
-4.07,4.49,13.75,0.19,-0.06,-0.14,1721206809812
-1.42,-5.16,10.51,0.02,0.19,0.3,1721206809822
3.52,-5.59,13.05,0.18,0.22,0.15,1721206809832
4.04,9.96,9.42,0.43,0.01,-0.19,1721206809842
2.65,3.1,10.27,0.02,0.24,-0.5,1721206809852
-2.72,-5.5,17.25,0.19,-0.02,-0.42,1721206809862
-4.15,-3.52,4.0,0.39,0.09,-0.05,1721206809872
-1.1,6.23,0.37,0.23,0.19,0.19,1721206809882
2.0,-0.04,8.41,-0.14,0.25,-0.13,1721206809892
-0.76,-4.54,16.38,0.06,-0.03,-0.35,1721206809902
-2.64,2.0,11.25,0.36,0.12,-0.18,1721206809912
-0.58,3.2,5.85,0.01,0.21,-0.01,1721206809922
-0.36,3.13,6.93,-0.02,0.02,-0.04,1721206809932
1.16,-0.75,6.18,-0.17,0.2,-0.18,1721206809942
-0.72,-7.09,12.34,-0.34,0.04,-0.26,1721206809952
-3.14,-3.0,16.58,-0.01,0.02,-0.21,1721206809962
