AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-4.17,-1.46,15.97,-0.4,0.03,-0.18,1721396084620
-4.73,0.4,15.48,-0.29,-0.02,0.01,1721396084625
-0.82,1.52,6.2,-0.27,-0.01,0.28,1721396084635
2.71,-1.65,12.47,-0.45,0.16,-0.04,1721396084645
1.33,4.5,15.36,-0.28,-0.13,-0.37,1721396084654
-1.32,-0.79,9.62,-0.34,-0.06,-0.37,1721396084664
-2.51,0.82,13.97,-0.33,0.01,-0.17,1721396084673
-0.41,5.05,12.08,-0.13,-0.08,0.11,1721396084683
2.36,-1.22,9.6,-0.25,0.09,0.17,1721396084692
1.42,1.07,12.72,-0.15,0.01,-0.17,1721396084702
0.04,1.19,11.92,-0.12,-0.03,-0.4,1721396084712
-3.1,0.42,12.75,-0.07,-0.06,-0.33,1721396084722
-3.35,2.15,13.39,0.03,-0.07,-0.06,1721396084732
-0.52,2.38,12.47,0.1,0.01,0.18,1721396084742
1.92,2.87,11.47,0.1,0.02,0.1,1721396084752
2.72,6.97,11.64,0.21,-0.05,-0.11,1721396084762
1.8,0.75,9.19,0.14,-0.03,-0.21,1721396084772
0.27,-2.83,10.83,0.04,0.05,-0.29,1721396084782
-1.54,-0.53,10.65,0.17,-0.05,-0.24,1721396084792
-1.7,-1.39,8.59,0.15,0.05,-0.05,1721396084802
-0.96,-0.82,10.23,0.11,0.06,-0.01,1721396084812
-0.68,1.99,9.44,0.1,-0.01,-0.05,1721396084822
-0.05,-1.07,9.03,0.04,0.03,-0.09,1721396084832
-0.62,0.98,10.11,0.08,0.0,-0.19,1721396084842
-0.45,2.45,8.44,0.12,-0.04,-0.06,1721396084852
-0.03,0.47,7.47,0.01,0.07,0.01,1721396084862
0.74,0.59,8.89,0.02,0.02,-0.05,1721396084872
1.24,-0.84,9.07,-0.07,0.06,-0.11,1721396084882
0.88,-1.91,9.32,-0.1,0.09,-0.19,1721396084892
0.58,-1.5,7.82,-0.02,0.01,-0.17,1721396084902
0.86,-2.82,11.42,-0.1,0.13,-0.14,1721396084912
0.87,2.73,12.49,0.05,-0.01,-0.15,1721396084922
1.32,0.27,10.29,-0.09,0.1,-0.24,1721396084932
-0.97,3.85,10.77,-0.08,0.02,-0.3,1721396084942
-1.62,0.11,9.17,-0.17,0.1,-0.37,1721396084952
-2.0,-1.05,12.28,-0.1,0.05,-0.22,1721396084962
-0.51,-0.6,9.62,-0.06,0.08,-0.1,1721396084972
0.02,-0.99,10.79,-0.07,0.07,-0.23,1721396084982
0.06,-0.23,13.56,-0.07,0.01,-0.3,1721396084992
-1.16,0.93,13.73,-0.08,0.04,-0.25,1721396085002
-0.82,3.24,14.04,-0.08,0.09,-0.14,1721396085012
-0.19,3.34,12.63,-0.0,0.04,-0.16,1721396085022
0.64,0.51,10.1,0.11,0.02,-0.22,1721396085032
0.41,-2.04,11.55,0.06,0.06,-0.27,1721396085042
-0.96,0.83,9.43,0.22,-0.0,-0.27,1721396085052
-1.01,0.79,9.31,0.28,0.07,-0.24,1721396085062
-0.55,0.46,11.18,0.32,0.06,-0.16,1721396085072
-0.39,6.6,8.38,0.4,0.05,-0.1,1721396085082
1.06,0.48,8.86,0.19,0.22,-0.15,1721396085092
0.52,-0.27,11.03,0.17,0.11,-0.32,1721396085102
-1.93,-1.9,7.66,0.13,0.07,-0.35,1721396085112
-3.55,-2.42,8.52,0.19,0.08,-0.3,1721396085122
-2.9,2.19,8.05,0.33,0.04,-0.05,1721396085132
0.71,2.9,6.5,0.26,0.07,0.06,1721396085142
2.78,0.4,6.07,0.17,0.08,0.02,1721396085152
2.09,-1.31,9.04,-0.04,0.14,-0.28,1721396085162
-1.82,2.28,11.04,0.04,0.02,-0.52,1721396085172
-4.64,-1.13,7.91,-0.03,0.02,-0.3,1721396085182
-4.37,-2.43,11.03,-0.01,0.08,0.01,1721396085192
-0.49,0.54,9.22,-0.01,0.08,0.15,1721396085202
