AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
2.02,-3.96,8.31,-0.09,0.1,0.05,1721206617662,paving_stone
1.24,-1.25,11.65,-0.07,0.06,0.03,1721206617666,paving_stone
2.24,1.91,13.33,0.06,-0.03,0.01,1721206617675,paving_stone
-0.42,4.99,10.64,0.01,-0.14,-0.17,1721206617685,paving_stone
0.46,1.37,9.84,-0.04,-0.04,-0.13,1721206617694,paving_stone
0.24,-1.18,9.51,0.04,-0.07,-0.07,1721206617704,paving_stone
0.9,-4.69,9.16,-0.04,0.01,-0.09,1721206617713,paving_stone
0.65,1.6,13.45,0.05,0.04,-0.12,1721206617723,paving_stone
-0.36,3.07,11.61,0.09,-0.05,-0.16,1721206617732,paving_stone
1.25,-1.54,7.95,0.11,0.03,-0.02,1721206617742,paving_stone
0.26,-3.53,8.29,0.12,0.08,-0.03,1721206617752,paving_stone
0.27,1.5,13.75,0.1,0.07,-0.18,1721206617762,paving_stone
-0.79,3.32,13.18,0.21,-0.05,-0.17,1721206617772,paving_stone
-0.74,7.36,6.37,0.32,0.03,0.0,1721206617782,paving_stone
2.17,-0.19,6.07,0.11,0.19,0.03,1721206617792,paving_stone
1.76,-2.98,10.37,-0.03,0.02,-0.11,1721206617802,paving_stone
0.28,-4.16,13.02,-0.05,0.11,-0.34,1721206617812,paving_stone
-1.6,3.16,12.71,0.15,0.01,-0.17,1721206617822,paving_stone
-0.96,0.99,8.82,0.09,0.09,-0.01,1721206617832,paving_stone
0.16,-2.01,12.19,0.16,0.1,-0.05,1721206617842,paving_stone
0.65,3.56,9.19,0.35,0.06,-0.14,1721206617852,paving_stone
-0.47,-0.68,7.3,0.15,0.08,-0.29,1721206617862,paving_stone
-3.63,1.56,12.51,0.22,-0.0,-0.21,1721206617872,paving_stone
-3.19,-0.69,8.91,0.25,0.08,-0.01,1721206617882,paving_stone
-0.65,-1.53,11.63,0.13,0.1,0.25,1721206617892,paving_stone
2.13,4.18,11.32,0.22,0.11,0.21,1721206617902,paving_stone
3.2,2.31,4.18,0.14,0.08,-0.16,1721206617912,paving_stone
1.89,-1.64,10.13,-0.06,0.12,-0.3,1721206617922,paving_stone
-1.62,3.03,16.0,0.12,-0.04,-0.22,1721206617932,paving_stone
-2.0,3.22,8.2,0.13,0.08,-0.06,1721206617942,paving_stone
-1.18,1.37,3.87,-0.0,0.04,0.07,1721206617952,paving_stone
0.66,0.2,7.03,-0.12,0.13,0.09,1721206617962,paving_stone
2.97,-2.24,12.69,-0.16,0.14,-0.07,1721206617972,paving_stone
1.1,1.22,9.34,0.06,-0.14,-0.2,1721206617982,paving_stone
0.54,-3.71,7.86,-0.25,0.21,-0.25,1721206617992,paving_stone
-1.35,-1.19,21.87,-0.24,0.02,-0.1,1721206618002,paving_stone
-0.77,6.38,13.14,0.14,-0.0,0.13,1721206618012,paving_stone
1.65,-0.45,-0.06,-0.12,0.16,0.02,1721206618022,paving_stone
0.08,-4.74,11.06,-0.23,0.06,-0.21,1721206618032,paving_stone
0.1,-2.01,11.84,0.05,0.12,-0.26,1721206618042,paving_stone
-1.48,5.33,11.16,0.03,0.11,-0.16,1721206618052,paving_stone
-3.0,3.83,6.77,-0.0,-0.02,0.0,1721206618062,paving_stone
-0.68,-4.98,5.86,-0.19,0.17,0.14,1721206618072,paving_stone
1.75,-4.76,11.07,-0.21,0.07,0.25,1721206618082,paving_stone
3.41,0.74,9.71,-0.04,0.19,-0.14,1721206618092,paving_stone
2.0,1.29,12.83,-0.19,0.08,-0.32,1721206618102,paving_stone
-2.33,4.58,11.84,-0.04,-0.06,-0.37,1721206618112,paving_stone
-3.73,-4.27,4.17,-0.2,-0.06,-0.0,1721206618122,paving_stone
-2.59,-6.68,15.15,-0.38,0.28,0.2,1721206618132,paving_stone
0.51,0.7,15.62,-0.02,0.13,0.13,1721206618142,paving_stone
-0.16,-0.33,9.01,-0.12,-0.11,0.01,1721206618152,paving_stone
-0.69,2.58,11.05,-0.04,0.19,-0.14,1721206618162,paving_stone
0.12,-0.8,8.52,0.05,-0.06,0.04,1721206618172,paving_stone
-0.04,-1.3,11.45,-0.14,0.14,0.09,1721206618182,paving_stone
0.1,0.48,13.35,-0.02,-0.02,0.12,1721206618192,paving_stone
-1.19,3.89,9.29,0.13,0.01,-0.03,1721206618202,paving_stone
-0.29,-0.61,7.19,0.02,0.03,-0.12,1721206618212,paving_stone
-2.75,-1.49,10.68,0.1,-0.11,0.02,1721206618222,paving_stone
0.82,2.48,8.92,0.22,0.16,0.14,1721206618232,paving_stone
-0.24,4.3,7.47,0.07,-0.14,0.11,1721206618242,paving_stone
-1.12,-2.13,14.44,-0.2,0.09,-0.09,1721206618252,paving_stone
-0.39,-0.62,18.93,-0.01,-0.07,-0.01,1721206618262,paving_stone
-2.05,1.85,5.74,0.12,-0.2,0.09,1721206618272,paving_stone
-0.52,-1.4,6.12,-0.0,0.08,0.1,1721206618282,paving_stone
0.07,3.39,14.47,0.13,-0.06,0.11,1721206618292,paving_stone
1.56,-1.63,12.04,0.1,-0.03,0.08,1721206618302,paving_stone
