AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-2.07,4.46,16.81,-0.08,0.13,-0.0,1721743738607,paving_stone
-1.17,-2.68,9.59,-0.09,-0.07,0.11,1721743738616,paving_stone
0.38,-1.05,12.45,-0.22,0.26,0.04,1721743738625,paving_stone
-1.37,13.25,28.35,-0.04,0.14,0.06,1721743738634,paving_stone
-1.15,9.21,16.67,0.31,-0.16,0.17,1721743738643,paving_stone
3.02,-0.88,-3.83,0.24,0.11,0.28,1721743738652,paving_stone
1.23,1.58,4.21,-0.06,0.27,0.02,1721743738661,paving_stone
8.77,-0.69,11.58,-0.21,0.09,-0.24,1721743738670,paving_stone
-4.15,-1.93,9.04,0.13,-0.31,0.08,1721743738679,paving_stone
-2.43,3.89,5.04,0.03,0.05,0.31,1721743738688,paving_stone
-0.63,3.47,9.87,-0.03,-0.01,0.43,1721743738697,paving_stone
2.38,3.21,10.95,0.09,0.08,0.29,1721743738706,paving_stone
4.13,-6.91,8.6,-0.17,-0.05,-0.01,1721743738715,paving_stone
-2.8,2.15,19.46,-0.13,0.15,-0.28,1721743738724,paving_stone
-3.28,6.18,12.66,0.25,-0.3,-0.02,1721743738733,paving_stone
-2.4,-1.82,1.69,-0.1,0.05,0.34,1721743738742,paving_stone
-1.55,2.64,17.19,-0.12,0.25,0.34,1721743738751,paving_stone
0.78,5.61,9.12,0.26,-0.32,0.31,1721743738760,paving_stone
3.15,-0.86,-8.39,-0.18,0.02,0.08,1721743738769,paving_stone
2.53,0.42,13.12,-0.67,0.24,-0.1,1721743738779,paving_stone
-10.01,2.12,31.72,0.02,-0.69,-0.04,1721743738788,paving_stone
-0.44,-0.68,11.44,0.15,-0.46,0.25,1721743738797,paving_stone
-1.07,2.25,7.67,-0.18,-0.01,0.2,1721743738806,paving_stone
-2.17,5.51,16.25,-0.05,-0.17,0.2,1721743738815,paving_stone
2.57,7.96,12.02,0.13,-0.15,0.24,1721743738824,paving_stone
1.42,2.94,0.88,0.03,-0.24,0.1,1721743738833,paving_stone
2.2,-5.62,7.21,-0.21,0.05,-0.16,1721743738842,paving_stone
-2.58,-0.53,21.09,0.03,-0.14,-0.21,1721743738851,paving_stone
-5.15,7.63,11.25,0.47,-0.41,-0.05,1721743738860,paving_stone
-1.81,-4.4,-3.33,-0.05,-0.13,0.29,1721743738870,paving_stone
-2.31,-4.88,16.04,-0.2,0.08,0.51,1721743738879,paving_stone
1.82,4.19,15.23,0.17,-0.05,0.39,1721743738888,paving_stone
6.92,-1.25,2.88,-0.02,-0.2,0.0,1721743738897,paving_stone
1.5,-0.08,18.59,-0.22,-0.05,-0.31,1721743738906,paving_stone
-2.3,7.93,21.15,0.36,-0.49,-0.16,1721743738915,paving_stone
-1.58,-4.12,2.33,0.05,-0.45,0.14,1721743738924,paving_stone
-1.58,-1.54,18.79,-0.14,0.18,0.23,1721743738933,paving_stone
0.27,4.56,16.54,0.39,-0.64,0.33,1721743738942,paving_stone
5.44,1.33,-5.88,0.1,-0.11,0.23,1721743738951,paving_stone
3.35,1.0,4.1,-0.28,-0.03,-0.15,1721743738960,paving_stone
1.72,2.11,11.73,-0.21,-0.07,-0.51,1721743738969,paving_stone
-2.98,-1.19,11.78,0.06,-0.44,-0.04,1721743738979,paving_stone
-4.51,-0.13,9.91,-0.05,-0.17,0.4,1721743738988,paving_stone
1.64,3.66,14.09,0.06,-0.11,0.56,1721743738997,paving_stone
6.45,-0.63,10.53,-0.06,-0.18,0.26,1721743739006,paving_stone
6.36,4.57,10.74,0.08,-0.14,-0.36,1721743739015,paving_stone
2.96,2.45,2.38,-0.04,-0.38,-0.61,1721743739024,paving_stone
-3.72,0.63,11.49,-0.26,0.08,-0.6,1721743739033,paving_stone
-6.79,5.45,17.87,0.25,-0.43,-0.18,1721743739042,paving_stone
-1.5,-5.3,-4.25,-0.09,-0.24,0.18,1721743739051,paving_stone
0.9,-7.46,7.86,-0.65,0.22,0.18,1721743739060,paving_stone
-0.46,2.76,27.35,0.08,-0.46,-0.23,1721743739069,paving_stone
2.86,1.28,7.12,0.16,-0.64,-0.41,1721743739078,paving_stone
-1.81,1.36,4.83,-0.2,0.12,-0.41,1721743739087,paving_stone
-1.18,2.5,15.76,-0.04,-0.12,-0.23,1721743739096,paving_stone
-0.53,-2.42,9.13,-0.09,-0.17,-0.23,1721743739105,paving_stone
