AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-7.05,7.44,6.42,0.6,-0.17,0.63,1721397261672
1.02,7.87,-0.57,0.53,0.24,0.78,1721397261676
2.23,11.09,9.53,0.26,0.39,0.82,1721397261685
7.25,0.8,10.4,-0.26,0.24,0.13,1721397261695
2.48,-2.91,11.82,-0.16,0.07,-0.67,1721397261705
-4.1,-8.98,3.46,-0.16,-0.03,-0.55,1721397261715
-9.64,1.43,12.74,-0.1,0.12,0.07,1721397261724
-4.9,3.34,10.67,0.19,0.21,0.82,1721397261734
2.4,-0.91,7.88,-0.05,0.34,0.88,1721397261743
6.18,-6.9,11.75,-0.24,0.24,0.16,1721397261753
2.91,2.75,11.53,-0.09,0.06,-0.44,1721397261762
-6.84,-0.49,-1.79,0.11,-0.14,-0.15,1721397261772
-8.14,-7.26,3.89,-0.17,0.28,0.36,1721397261781
-3.91,9.53,19.1,-0.03,-0.05,0.94,1721397261791
4.58,6.04,9.67,-0.05,0.11,1.09,1721397261800
7.87,-2.63,4.97,-0.29,0.02,0.48,1721397261810
5.98,-17.29,11.9,-0.73,0.05,-0.21,1721397261819
-0.74,6.26,29.75,-0.21,0.05,-0.48,1721397261829
-6.81,2.64,5.12,0.25,-0.19,0.05,1721397261838
-7.87,2.89,13.01,0.07,0.3,0.6,1721397261848
-0.6,11.21,15.12,0.22,0.11,0.91,1721397261857
2.45,-1.66,8.29,-0.3,0.24,0.65,1721397261867
3.11,-8.92,10.61,-0.24,0.04,0.16,1721397261876
0.29,-1.52,8.72,0.07,-0.01,0.13,1721397261886
-1.14,-0.35,7.75,0.15,-0.06,0.32,1721397261895
-0.83,8.43,14.61,0.26,0.1,0.42,1721397261905
0.26,11.78,9.12,0.18,-0.03,0.34,1721397261915
0.64,-6.72,7.0,-0.14,0.04,-0.03,1721397261925
-4.58,-2.77,8.42,0.07,-0.13,-0.02,1721397261935
-4.92,-7.21,0.4,-0.04,0.09,0.42,1721397261945
-3.35,0.55,17.89,-0.06,0.13,0.78,1721397261954
0.82,12.04,11.83,0.48,-0.08,0.87,1721397261964
4.68,-5.94,1.49,-0.08,-0.0,0.61,1721397261973
2.33,-11.69,14.78,-0.4,-0.03,0.05,1721397261983
-2.39,3.71,13.55,0.02,-0.22,-0.14,1721397261992
-6.14,-4.28,-5.18,-0.14,-0.17,0.32,1721397262002
-6.99,-5.15,19.65,-0.09,0.02,0.69,1721397262011
1.89,19.31,19.89,0.51,-0.14,0.99,1721397262021
2.94,0.32,-8.54,-0.1,-0.34,0.81,1721397262030
6.83,-3.31,11.09,-0.58,0.23,0.1,1721397262040
-1.2,-5.32,13.77,-0.57,-0.67,-0.24,1721397262050
-6.75,4.41,24.7,-0.3,0.13,-0.07,1721397262060
-10.51,4.25,6.16,0.49,-0.31,0.79,1721397262070
-2.14,-5.77,2.12,-0.13,0.34,1.15,1721397262080
5.35,-7.39,20.58,-0.21,0.01,0.57,1721397262090
0.89,2.08,9.7,0.04,-0.31,0.11,1721397262100
-3.19,-7.09,3.48,-0.28,-0.2,0.48,1721397262110
-0.57,6.82,24.71,0.32,-0.29,0.98,1721397262120
9.56,12.18,1.41,0.51,0.02,0.95,1721397262130
8.3,3.57,6.55,-0.16,-0.24,0.39,1721397262140
0.63,-8.22,7.41,-0.39,-0.31,-0.28,1721397262150
-6.77,-4.15,15.1,-0.26,-0.03,-0.46,1721397262160
-9.98,-1.57,3.07,0.21,-0.49,0.67,1721397262170
0.38,-10.86,6.68,-0.11,0.24,1.35,1721397262180
10.07,6.79,18.05,0.35,-0.12,1.07,1721397262190
12.94,9.19,4.98,0.12,-0.13,0.14,1721397262200
5.58,6.57,16.01,-0.2,-0.06,-0.66,1721397262210
-1.17,6.3,15.15,-0.11,-0.3,-0.81,1721397262220
-10.87,-8.2,1.87,-0.33,-0.31,-0.09,1721397262230
-9.17,-1.71,18.54,-0.27,0.22,0.36,1721397262240
-1.87,0.58,4.96,0.23,-0.42,0.69,1721397262250
4.07,-5.91,0.84,-0.14,0.04,0.62,1721397262260
7.72,-2.65,11.65,-0.09,-0.11,0.06,1721397262270
3.72,0.16,6.39,-0.07,-0.2,-0.42,1721397262280
-0.38,-1.65,15.13,-0.36,-0.04,-0.58,1721397262290
-5.84,16.46,24.97,0.07,-0.26,-0.27,1721397262300
-6.74,4.69,3.0,0.0,-0.33,0.3,1721397262310
-1.0,-12.74,6.9,-0.61,0.15,0.5,1721397262320
2.0,-3.45,17.71,-0.24,-0.21,0.2,1721397262330
2.53,-6.5,-0.58,0.03,-0.3,-0.01,1721397262340
-1.22,-5.25,12.33,-0.23,-0.03,-0.22,1721397262350
-0.4,14.77,18.53,0.4,-0.32,0.08,1721397262360
-0.06,7.72,-0.1,-0.07,-0.32,0.43,1721397262370
3.01,4.58,10.4,-0.33,0.04,0.18,1721397262380
3.92,-3.44,10.32,-0.4,-0.2,-0.27,1721397262390
-2.38,-7.81,14.55,-0.12,-0.17,-0.38,1721397262400
-2.73,-0.1,9.85,0.38,-0.19,0.12,1721397262410
0.5,4.86,4.39,0.25,0.01,0.44,1721397262420
7.03,10.36,13.94,0.07,0.08,0.25,1721397262430
7.41,-1.02,12.45,-0.04,-0.17,-0.27,1721397262440
1.24,-4.04,5.78,0.15,-0.2,-0.65,1721397262450
-1.75,-12.85,0.55,-0.02,-0.11,-0.52,1721397262460
-1.81,3.45,18.93,0.16,0.04,-0.17,1721397262470
1.99,8.05,8.59,0.46,-0.27,0.12,1721397262480
4.56,0.35,3.12,-0.1,0.05,-0.11,1721397262490
7.08,-7.35,9.98,-0.38,0.15,-0.78,1721397262500
2.73,-9.77,22.5,-0.44,0.11,-1.3,1721397262510
-6.99,0.03,20.88,0.48,-0.11,-0.94,1721397262520
-9.43,8.1,1.06,0.42,0.23,-0.11,1721397262530
-2.26,7.79,13.95,0.05,0.3,0.23,1721397262540
3.54,-6.13,13.8,0.03,0.06,-0.06,1721397262550
5.41,-0.79,8.03,0.22,0.07,-0.53,1721397262560
1.73,-0.84,-6.81,0.17,-0.14,-0.77,1721397262570
-2.81,-1.71,0.78,-0.13,0.21,-0.78,1721397262580
-3.68,0.69,24.14,-0.05,-0.09,-0.53,1721397262590
0.01,3.37,10.8,0.4,0.04,-0.48,1721397262600
-4.58,-9.58,-5.62,-0.21,0.1,-0.11,1721397262610
-5.94,-11.77,14.4,-0.8,0.27,-0.11,1721397262620
