AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-0.39,0.27,11.29,-0.04,0.04,-0.19,1721199355664,asphalt
-0.38,-2.52,9.96,-0.02,-0.04,-0.13,1721199355669,asphalt
-0.76,0.13,9.99,-0.03,0.13,-0.04,1721199355679,asphalt
0.93,-0.29,10.65,-0.03,0.07,-0.03,1721199355689,asphalt
1.07,1.11,11.77,0.01,0.07,-0.02,1721199355698,asphalt
1.51,4.42,12.35,0.05,0.14,-0.15,1721199355708,asphalt
0.54,0.68,8.84,0.02,0.02,-0.2,1721199355718,asphalt
-1.42,-0.95,10.93,-0.07,0.13,-0.17,1721199355728,asphalt
-0.51,-0.64,10.73,0.02,0.15,-0.06,1721199355738,asphalt
1.22,0.42,10.58,-0.02,0.15,0.02,1721199355748,asphalt
1.56,0.29,9.87,0.05,0.1,-0.08,1721199355757,asphalt
1.26,2.77,10.4,0.02,0.18,-0.27,1721199355767,asphalt
-0.35,1.54,11.07,0.06,0.04,-0.28,1721199355776,asphalt
-2.04,1.12,9.36,0.03,0.11,-0.21,1721199355786,asphalt
-1.44,0.59,12.13,0.04,0.19,-0.1,1721199355795,asphalt
-0.35,2.11,10.42,0.11,0.14,-0.07,1721199355805,asphalt
0.94,2.96,9.58,0.1,0.19,-0.17,1721199355815,asphalt
0.57,1.16,10.32,0.09,0.16,-0.28,1721199355825,asphalt
-2.17,0.6,8.7,0.09,0.08,-0.32,1721199355835,asphalt
-2.28,-0.42,10.51,0.02,0.23,-0.19,1721199355845,asphalt
-0.97,-0.06,11.81,0.06,0.15,-0.09,1721199355854,asphalt
0.78,0.19,10.69,0.03,0.2,-0.09,1721199355864,asphalt
0.84,1.52,9.76,0.07,0.18,-0.22,1721199355873,asphalt
0.1,2.58,9.8,0.08,0.22,-0.34,1721199355883,asphalt
-1.84,0.89,9.52,0.06,0.14,-0.29,1721199355892,asphalt
-2.78,0.76,9.72,0.01,0.21,-0.18,1721199355902,asphalt
-1.59,1.96,9.18,0.02,0.22,-0.1,1721199355912,asphalt
0.56,0.71,10.47,-0.11,0.26,-0.1,1721199355922,asphalt
0.49,-1.98,11.79,-0.11,0.15,-0.16,1721199355932,asphalt
-1.25,2.25,11.63,-0.02,0.19,-0.23,1721199355942,asphalt
-1.38,4.08,9.58,-0.02,0.23,-0.18,1721199355952,asphalt
-1.14,2.1,11.08,-0.05,0.15,-0.05,1721199355962,asphalt
-1.22,1.99,11.26,0.0,0.17,-0.05,1721199355972,asphalt
-0.32,0.94,6.64,-0.03,0.18,-0.09,1721199355982,asphalt
-0.01,1.41,11.0,-0.08,0.26,-0.1,1721199355992,asphalt
-0.37,1.08,11.39,0.0,0.14,-0.13,1721199356002,asphalt
-1.67,1.16,9.03,0.05,0.15,-0.06,1721199356011,asphalt
-0.53,0.04,7.24,-0.04,0.2,-0.01,1721199356021,asphalt
0.43,0.21,12.39,-0.07,0.2,-0.05,1721199356030,asphalt
-0.0,0.71,11.6,-0.03,0.15,-0.05,1721199356040,asphalt
-1.47,0.47,11.13,-0.05,0.16,-0.08,1721199356050,asphalt
